--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
 63|ABRA      |PSYCHIC          |  46|  69|  41|  39|  89|  27|SYNCHRONIZE |INNER FOCUS |TWISTEDSPOON (rare)
 64|KADABRA   |PSYCHIC          |  92|  47| 116|  32|  96|  16|SYNCHRONIZE |INNER FOCUS |TWISTEDSPOON (rare)
 65|ALAKAZAM  |PSYCHIC          | 156|  21|  70|  57| 144|  41|SYNCHRONIZE |INNER FOCUS |TWISTEDSPOON (rare)
 66|MACHOP    |FIGHTING         |  90|  55|  64|  69|  12|  15|GUTS        |-------     |
 67|MACHOKE   |FIGHTING         |  85| 179|  15|  66|  24|  36|GUTS        |-------     |FOCUS BAND (rare)
 68|MACHAMP   |FIGHTING         |  90|  56|  84| 133|  50|  92|GUTS        |-------     |FOCUS BAND (rare)
 69|BELLSPROUT|GRASS/POISON     |  57|  96|  45|  22|  29|  52|CHLOROPHYLL |-------     |
 70|WEEPINBELL|GRASS/POISON     |  38|  20|  79| 125|  22| 106|CHLOROPHYLL |-------     |
 71|VICTREEBEL|GRASS/POISON     |  94| 105|  92|  87|  69|  32|CHLOROPHYLL |-------     |
 72|TENTACOOL |WATER/POISON     |  37|  24|  89|  64|  52|  69|CLEAR BODY  |LIQUID OOZE |
 73|TENTACRUEL|WATER/POISON     |  83|  25| 117| 128| 126|  35|CLEAR BODY  |LIQUID OOZE |
 74|GEODUDE   |ROCK/GROUND      |  68|  54|  29|  54|  42|  53|ROCK HEAD   |STURDY      |
 75|GRAVELER  |ROCK/GROUND      |  81|  83|  50|  87|  26|  63|ROCK HEAD   |STURDY      |HARD STONE (rare)
 76|GOLEM     |ROCK/GROUND      |  90|  87| 182|  13|  42|  71|ROCK HEAD   |STURDY      |HARD STONE (rare)
 77|PONYTA    |FIRE             |  31| 103|  64|  44|  80|  87|RUN AWAY    |FLASH FIRE  |
 78|RAPIDASH  |FIRE             |  49| 125| 188|  52|  65|  21|RUN AWAY    |FLASH FIRE  |
 79|SLOWPOKE  |WATER/PSYCHIC    |  80|  63|  43|  41|  42|  47|OBLIVIOUS   |OWN TEMPO   |
 80|SLOWBRO   |WATER/PSYCHIC    |  44| 106| 106|  66|  32| 135|OBLIVIOUS   |OWN TEMPO   |
 81|MAGNEMITE |ELECTRIC/STEEL   |  76|  58|  61|  56|  54|  21|MAGNET PULL |STURDY      |
 82|MAGNETON  |ELECTRIC/STEEL   |  77|  22|  98|  96|  97|  75|MAGNET PULL |STURDY      |MAGNET (rare)
 83|FARFETCH’D|NORMAL/FLYING    |  25|  51|  87|  85|  33|  71|KEEN EYE    |INNER FOCUS |STICK (rare)
 84|DODUO     |NORMAL/FLYING    |  76|  14|  37|  67|  58|  58|RUN AWAY    |EARLY BIRD  |
 85|DODRIO    |NORMAL/FLYING    |  25|  31|  58|  44| 196| 105|RUN AWAY    |EARLY BIRD  |SHARP BEAK (rare)
 86|SEEL      |WATER            |  46|  66|  62|  59|  48|  44|THICK FAT   |-------     |ASPEAR BERRY (common)
 87|DEWGONG   |WATER/ICE        | 101| 113|  84|  15|  73|  89|THICK FAT   |-------     |ASPEAR BERRY (common), NEVERMELTICE (rare)
 88|GRIMER    |POISON           |  37|  58|  69|  51|  71|  38|STENCH      |STICKY HOLD |
 89|MUK       |POISON           |  48| 110|  71|  53| 122|  97|STENCH      |STICKY HOLD |
 90|SHELLDER  |WATER            |  30|  73|  74|  47|  25|  56|SHELL ARMOR |-------     |PEARL (common), BIG PEARL (rare)
 91|CLOYSTER  |WATER/ICE        |  51| 155|  56|  20| 101| 143|SHELL ARMOR |-------     |PEARL (common), BIG PEARL (rare)
 92|GASTLY    |GHOST/POISON     |  63|  34|  33|  33|  79|  68|LEVITATE    |-------     |
 93|HAUNTER   |GHOST/POISON     | 123|  60|  87|  66|  37|  32|LEVITATE    |-------     |SPELL TAG (rare)
 94|GENGAR    |GHOST/POISON     | 137|  14|  76|  23| 117| 133|LEVITATE    |-------     |SPELL TAG (rare)
 95|ONIX      |ROCK/GROUND      |  69|  42| 136|  41|  44|  53|ROCK HEAD   |STURDY      |HARD STONE (rare)
 96|DROWZEE   |PSYCHIC          |  51|  60|  69|  53|  24|  71|INSOMNIA    |-------     |
 97|HYPNO     |PSYCHIC          |  65| 111|  72|  44|  86| 105|INSOMNIA    |-------     |
 98|KRABBY    |WATER            |  39|  70|  76|  36|  62|  42|HYPER CUTTER|SHELL ARMOR |
 99|KINGLER   |WATER            |  89|  13|  69| 138|  62| 104|HYPER CUTTER|SHELL ARMOR |
100|VOLTORB   |ELECTRIC         |  47|  87|  26|  80|  69|  22|SOUNDPROOF  |STATIC      |
101|ELECTRODE |ELECTRIC         |  26|  87|  69|  28| 142| 128|SOUNDPROOF  |STATIC      |
102|EXEGGCUTE |GRASS/PSYCHIC    |  44|  74|  34|  38|  73|  62|CHLOROPHYLL |-------     |
103|EXEGGUTOR |GRASS/PSYCHIC    | 118|  89| 132|  60|  77|  44|CHLOROPHYLL |-------     |
104|CUBONE    |GROUND           | 109|  29|  33|  58|  35|  56|ROCK HEAD   |LIGHTNINGROD|THICK CLUB (rare)
105|MAROWAK   |GROUND           |  42|  31|  87|  90|  83|  91|ROCK HEAD   |LIGHTNINGROD|THICK CLUB (rare)
106|HITMONLEE |FIGHTING         | 119| 110|  12|  75|  82|  57|LIMBER      |-------     |
107|HITMONCHAN|FIGHTING         |  45|  51|  80| 129|  48| 102|KEEN EYE    |-------     |
108|LICKITUNG |NORMAL           |  44|  81|  45| 104|  70|  40|OWN TEMPO   |OBLIVIOUS   |
109|KOFFING   |POISON           |  51|  37|  82|  22|  52|  97|LEVITATE    |-------     |
110|WEEZING   |POISON           |  22| 154| 182|  34|  31|  68|LEVITATE    |-------     |
111|RHYHORN   |GROUND/ROCK      |  53|  13|  27|  85|  83|  84|LIGHTNINGROD|ROCK HEAD   |
112|RHYDON    |GROUND/ROCK      |  61|  99| 108|  45|  39| 133|LIGHTNINGROD|ROCK HEAD   |
113|CHANSEY   |NORMAL           |  69|  66|  42|  84| 154|  35|NATURAL CURE|SERENE GRACE|LUCKY EGG (rare)
114|TANGELA   |GRASS            |  37|  76|  40|  90| 100|  91|CHLOROPHYLL |-------     |
115|KANGASKHAN|NORMAL           |  31|  58| 108|  47| 114| 131|EARLY BIRD  |-------     |
116|HORSEA    |WATER            |  36|  94|  36|  68|  49|  13|SWIFT SWIM  |-------     |
117|SEADRA    |WATER            |  49|  30|  71|  45| 124| 121|POISON POINT|-------     |
118|GOLDEEN   |WATER            |  68|  57|  53|  65|  32|  44|SWIFT SWIM  |WATER VEIL  |
119|SEAKING   |WATER            |  88|  98| 100|  11|  77|  76|SWIFT SWIM  |WATER VEIL  |
120|STARYU    |WATER            |  59|  65|  76|  65|  25|  50|ILLUMINATE  |NATURAL CURE|STARDUST (common), STAR PIECE (rare)
121|STARMIE   |WATER/PSYCHIC    | 169|  49|  24|  22|  93| 164|ILLUMINATE  |NATURAL CURE|STARDUST (common), STAR PIECE (rare)
122|MR. MIME  |PSYCHIC          |  21| 118| 115|  55|  81|  71|SOUNDPROOF  |-------     |
123|SCYTHER   |BUG/FLYING       |  26| 122|  58| 106|  50| 138|SWARM       |-------     |
124|JYNX      |ICE/PSYCHIC      |  76|  50|  76| 106|  38| 109|OBLIVIOUS   |-------     |
125|ELECTABUZZ|ELECTRIC         |  97|  47|  40|  94|  91| 122|STATIC      |-------     |
126|MAGMAR    |FIRE             | 113| 142| 142|  47|  16|  35|FLAME BODY  |-------     |
127|PINSIR    |BUG              | 180| 103| 135|  18|  18|  47|HYPER CUTTER|-------     |
128|TAUROS    |NORMAL           | 144|  61|  21|  66|  67| 131|INTIMIDATE  |-------     |
129|MAGIKARP  |WATER            |  24|  29|  43|  60|  28|  16|SWIFT SWIM  |-------     |
130|GYARADOS  |WATER/FLYING     |  80| 118| 112|  37| 114|  79|INTIMIDATE  |-------     |
131|LAPRAS    |WATER/ICE        | 209|  55|  12|  36|  86| 137|WATER ABSORB|SHELL ARMOR |
132|DITTO     |NORMAL           |  76|  40|  47|  23|  50|  52|LIMBER      |-------     |METAL POWDER (rare)
133|EEVEE     |NORMAL           | 133|  62|  12|  73|  25|  20|RUN AWAY    |-------     |
134|VAPOREON  |WATER            |  36| 131|  56|  97| 113|  92|WATER ABSORB|-------     |
135|JOLTEON   |ELECTRIC         |  53|  71| 113|  30| 136| 122|VOLT ABSORB |-------     |
136|FLAREON   |FIRE             | 106|  94|  81| 106|  83|  55|FLASH FIRE  |-------     |
137|PORYGON   |NORMAL           | 114|  86|  67|  27|  31|  70|TRACE       |-------     |
138|OMANYTE   |ROCK/WATER       | 135|  46|  13|  11| 132|  18|SWIFT SWIM  |SHELL ARMOR |
139|OMASTAR   |ROCK/WATER       | 120|  52|  16|  99| 110|  97|SWIFT SWIM  |SHELL ARMOR |
140|KABUTO    |ROCK/WATER       | 111|  50|  79|  77|  26|  12|SWIFT SWIM  |BATTLE ARMOR|
141|KABUTOPS  |ROCK/WATER       | 122|  20|  67|  50| 117| 118|SWIFT SWIM  |BATTLE ARMOR|
142|AERODACTYL|ROCK/FLYING      |  75| 126|  76| 108|  74|  56|ROCK HEAD   |PRESSURE    |
143|SNORLAX   |NORMAL           |  75|  81| 145| 102| 126|  11|IMMUNITY    |THICK FAT   |CHESTO BERRY (100%)
144|ARTICUNO  |ICE/FLYING       |  24| 147| 171|  47|  88| 104|PRESSURE    |-------     |
145|ZAPDOS    |ELECTRIC/FLYING  | 198| 128| 115|  31|  94|  15|PRESSURE    |-------     |
146|MOLTRES   |FIRE/FLYING      |  83|  27| 111| 134|  90| 136|PRESSURE    |-------     |
147|DRATINI   |DRAGON           |  57|  64|  63|  57|  11|  48|SHED SKIN   |-------     |
148|DRAGONAIR |DRAGON           | 142| 100|  38|  19|  39|  82|SHED SKIN   |-------     |DRAGON FANG (rare)
149|DRAGONITE |DRAGON/FLYING    | 160|  57| 130| 107| 115|  31|INNER FOCUS |-------     |DRAGON FANG (rare)
150|MEWTWO    |PSYCHIC          | 152| 140| 185|  15|  33| 156|PRESSURE    |-------     |
151|MEW       |PSYCHIC          | 131|  85|  79|  89| 118|  97|SYNCHRONIZE |-------     |
152|CHIKORITA |GRASS            |  28| 110|  32|  52|  77|  19|OVERGROW    |-------     |LUM BERRY (100%)
153|BAYLEEF   |GRASS            |  77|  82| 103| 103|  19|  21|OVERGROW    |-------     |
154|MEGANIUM  |GRASS            | 157|  60|  38| 147|  30|  93|OVERGROW    |-------     |
155|CYNDAQUIL |FIRE             |  67|  42|  65|  64|  13|  58|BLAZE       |-------     |
156|QUILAVA   |FIRE             | 106|  67|  74|  57|  41|  60|BLAZE       |-------     |
157|TYPHLOSION|FIRE             |  63|  61|  49| 101| 157| 103|BLAZE       |-------     |
158|TOTODILE  |WATER            |  37|  32|  41|  94|  31|  78|TORRENT     |-------     |
159|CROCONAW  |WATER            |  73|  78|  23|  35| 106|  90|TORRENT     |-------     |
160|FERALIGATR|WATER            | 195|  89|  18|  84|  65|  79|TORRENT     |-------     |
161|SENTRET   |NORMAL           |  64|  42|  14|  31|  28|  36|RUN AWAY    |KEEN EYE    |ORAN BERRY (rare)
162|FURRET    |NORMAL           | 117|  28|  48|  43|  21| 158|RUN AWAY    |KEEN EYE    |ORAN BERRY (common), SITRUS BERRY (rare)
163|HOOTHOOT  |NORMAL/FLYING    |  30|  41|  64|  31|  45|  52|INSOMNIA    |KEEN EYE    |
164|NOCTOWL   |NORMAL/FLYING    |  52|  78|  35|  12| 187|  77|INSOMNIA    |KEEN EYE    |
165|LEDYBA    |BUG/FLYING       |  64|  27|  30|  36|  20|  88|SWARM       |EARLY BIRD  |
166|LEDIAN    |BUG/FLYING       |  97|  29| 104|  62|  69|  28|SWARM       |EARLY BIRD  |
167|SPINARAK  |BUG/POISON       |  82|  26|  40|  18|  18|  66|SWARM       |INSOMNIA    |
168|ARIADOS   |BUG/POISON       |  54|  65|  39| 168|  25|  40|SWARM       |INSOMNIA    |
169|CROBAT    |POISON/FLYING    | 114|  46|  79| 148| 108|  40|INNER FOCUS |-------     |
170|CHINCHOU  |WATER/ELECTRIC   |  47|  12| 105| 101|  47|  19|VOLT ABSORB |ILLUMINATE  |YELLOW SHARD (rare)
171|LANTURN   |WATER/ELECTRIC   |  45| 105|  55|  49| 113|  92|VOLT ABSORB |ILLUMINATE  |YELLOW SHARD (rare)
172|PICHU     |ELECTRIC         |  38|  23|  39|  27|  41|  36|STATIC      |-------     |
173|CLEFFA    |NORMAL           |  53|  21|  40|  46|  14|  44|CUTE CHARM  |-------     |MOON STONE (rare)
174|IGGLYBUFF |NORMAL           |  35|  24|  29|  42|  24|  56|CUTE CHARM  |-------     |ORAN BERRY (common)
175|TOGEPI    |NORMAL           |  37|  64|  25|  16|  48|  55|HUSTLE      |SERENE GRACE|
176|TOGETIC   |NORMAL/FLYING    |  83| 178|  17|  12|  12| 102|HUSTLE      |SERENE GRACE|
177|NATU      |PSYCHIC/FLYING   |  25|  78|  54|  48|  28|  87|SYNCHRONIZE |EARLY BIRD  |
178|XATU      |PSYCHIC/FLYING   |  98|  88|  61|  47|  90|  86|SYNCHRONIZE |EARLY BIRD  |
179|MAREEP    |ELECTRIC         |  68|  41|  59|  18|  56|  39|STATIC      |-------     |
180|FLAAFFY   |ELECTRIC         |  95|  50|  79|  46|  36|  59|STATIC      |-------     |
181|AMPHAROS  |ELECTRIC         |  32| 108|  75|  21| 111| 153|STATIC      |-------     |
182|BELLOSSOM |GRASS            | 106|  85|  97|  58|  96|  37|CHLOROPHYLL |-------     |
183|MARILL    |WATER            |  46|  68|  36|  24|  34|  42|THICK FAT   |HUGE POWER  |
184|AZUMARILL |WATER            | 110|  68| 101|  54|  66|  11|THICK FAT   |HUGE POWER  |
185|SUDOWOODO |ROCK             |  76|  99|  70|  24| 126|  16|STURDY      |ROCK HEAD   |
186|POLITOED  |WATER            | 138|  32|  95| 132|  80|  22|WATER ABSORB|DAMP        |KING’S ROCK (rare)
187|HOPPIP    |GRASS/FLYING     |  33|  37|  12|  35|  70|  63|CHLOROPHYLL |-------     |
188|SKIPLOOM  |GRASS/FLYING     |  34|  42|  94|  63|  94|  13|CHLOROPHYLL |-------     |
189|JUMPLUFF  |GRASS/FLYING     |  76| 125| 100|  48|  65|  35|CHLOROPHYLL |-------     |
190|AIPOM     |NORMAL           |  93|  70|  77|  13|  27|  79|RUN AWAY    |PICKUP      |
191|SUNKERN   |GRASS            |  46|  18|  13|  14|  44|  45|CHLOROPHYLL |-------     |
192|SUNFLORA  |GRASS            |  81|  47|  80|  24| 174|  20|CHLOROPHYLL |-------     |
193|YANMA     |BUG/FLYING       |  82| 111| 107|  19|  47|  24|SPEED BOOST |COMPOUNDEYES|
194|WOOPER    |WATER/GROUND     |  33|  44|  45|  37|  12|  39|DAMP        |WATER ABSORB|
195|QUAGSIRE  |WATER/GROUND     | 114| 105|  14|  72|  61|  63|DAMP        |WATER ABSORB|
196|ESPEON    |PSYCHIC          | 110| 140| 144|  12|  67|  52|SYNCHRONIZE |-------     |
197|UMBREON   |DARK             |  78|  23|  80| 128|  71| 145|SYNCHRONIZE |-------     |
198|MURKROW   |DARK/FLYING      | 102|  73|  31|  82|  61|  56|INSOMNIA    |-------     |
199|SLOWKING  |WATER/PSYCHIC    | 127|  87|  13| 129|  11| 123|OBLIVIOUS   |OWN TEMPO   |KING’S ROCK (rare)
200|MISDREAVUS|GHOST            | 100|  64| 104|  91|  49|  28|LEVITATE    |-------     |SPELL TAG (rare)
201|UNOWN     |PSYCHIC          |  86|  39|  24|  94|  70|  22|LEVITATE    |-------     |
202|WOBBUFFET |PSYCHIC          |  63|  86|  40| 158|  16|  42|SHADOW TAG  |-------     |
203|GIRAFARIG |NORMAL/PSYCHIC   | 132|  99| 125|  26|  22|  50|INNER FOCUS |EARLY BIRD  |PERSIM BERRY (rare)
204|PINECO    |BUG              |  40|  55|  45|  12|  67|  70|STURDY      |-------     |
205|FORRETRESS|BUG/STEEL        |  54| 156|  66|  71|  54|  63|STURDY      |-------     |
206|DUNSPARCE |NORMAL           |  99|  90|  18|  36|  78|  93|SERENE GRACE|RUN AWAY    |
207|GLIGAR    |GROUND/FLYING    |  59| 122|  12|  64| 134|  40|HYPER CUTTER|SAND VEIL   |
208|STEELIX   |STEEL/GROUND     |  93|  69| 154|  90|  83|  20|ROCK HEAD   |STURDY      |METAL COAT (rare)
209|SNUBBULL  |NORMAL           |  76|  54|  41|  74|  35|  20|INTIMIDATE  |RUN AWAY    |
210|GRANBULL  |NORMAL           |  65|  23| 109|  77| 111|  65|INTIMIDATE  |INTIMIDATE  |
211|QWILFISH  |WATER/POISON     |  57| 104|  69|  14|  74| 112|POISON POINT|SWIFT SWIM  |
212|SCIZOR    |BUG/STEEL        | 180|  29|  92| 155|  34|  11|SWARM       |-------     |
213|SHUCKLE   |BUG/ROCK         |  58|  41|  87|  71| 110| 138|STURDY      |-------     |BERRY JUICE (100%)
214|HERACROSS |BUG/FIGHTING     |  29|  63|  25| 158| 124| 100|SWARM       |GUTS        |
215|SNEASEL   |DARK/ICE         |  70|  20|  92| 113|  15| 120|INNER FOCUS |KEEN EYE    |
216|TEDDIURSA |NORMAL           |  44|  77|  30|  25|  69|  85|PICKUP      |-------     |ORAN BERRY (common), SITRUS BERRY (rare)
217|URSARING  |NORMAL           | 176|  45|  34|  80|  44| 121|GUTS        |-------     |ORAN BERRY (common), SITRUS BERRY (rare)
218|SLUGMA    |FIRE             |  33|  27|  49|  53|  47|  41|MAGMA ARMOR |FLAME BODY  |
219|MAGCARGO  |FIRE/ROCK        |  55| 131|  67|  60|  54|  43|MAGMA ARMOR |FLAME BODY  |
220|SWINUB    |ICE/GROUND       |  74|  29|  46|  18|  66|  18|OBLIVIOUS   |-------     |ASPEAR BERRY (common)
221|PILOSWINE |ICE/GROUND       | 104|  76| 124|  80|  56|  11|OBLIVIOUS   |-------     |ASPEAR BERRY (common), NEVERMELTICE (rare)
222|CORSOLA   |WATER/ROCK       | 146|  36|  53|  39|  77|  30|HUSTLE      |NATURAL CURE|RED SHARD (rare)
223|REMORAID  |WATER            |  69|  25|  43|  39|  51|  72|HUSTLE      |-------     |
224|OCTILLERY |WATER            |  33|  35| 128| 123|  54| 106|SUCTION CUPS|-------     |
225|DELIBIRD  |ICE/FLYING       |  60|  83|  12|  18| 100|  58|VITAL SPIRIT|HUSTLE      |
226|MANTINE   |WATER/FLYING     |  88|  20| 154| 102|  28|  74|SWIFT SWIM  |WATER ABSORB|
227|SKARMORY  |STEEL/FLYING     |  68|  47|  81|  86| 129|  54|KEEN EYE    |STURDY      |SHARP BEAK (rare)
228|HOUNDOUR  |DARK/FIRE        |  59|  11| 103|  16|  85|  58|EARLY BIRD  |FLASH FIRE  |
229|HOUNDOOM  |DARK/FIRE        | 108|  50| 108| 111| 107|  15|EARLY BIRD  |FLASH FIRE  |
230|KINGDRA   |WATER/DRAGON     | 143| 126|  29| 114|  83|  44|SWIFT SWIM  |-------     |DRAGON SCALE (rare)
231|PHANPY    |GROUND           |  81|  68|  22|  50|  42|  67|PICKUP      |-------     |
232|DONPHAN   |GROUND           |  43|  43|  42|  59| 151| 162|STURDY      |-------     |
233|PORYGON2  |NORMAL           |  64| 166|  82|  43|  60| 100|TRACE       |-------     |UP-GRADE (100%)
234|STANTLER  |NORMAL           |  65|  41|  79|  82|  98| 100|INTIMIDATE  |-------     |
235|SMEARGLE  |NORMAL           |  56|  34|  56|  25|  19|  60|OWN TEMPO   |-------     |
236|TYROGUE   |FIGHTING         |  46|  39|  18|  19|  45|  43|GUTS        |-------     |
237|HITMONTOP |FIGHTING         |  99|  54| 100|  96|  37|  69|INTIMIDATE  |-------     |
238|SMOOCHUM  |ICE/PSYCHIC      |  44|  43|  45|  55|  62|  56|OBLIVIOUS   |-------     |
239|ELEKID    |ELECTRIC         |  53|  23|  66|  56|  70|  92|STATIC      |-------     |
240|MAGBY     |FIRE             |  96|  67|  85|  29|  29|  58|FLAME BODY  |-------     |
241|MILTANK   |NORMAL           | 111|  91| 100|  52|  15| 122|THICK FAT   |-------     |MOOMOO MILK (100%)
242|BLISSEY   |NORMAL           | 126|  30| 104| 142|  51|  87|NATURAL CURE|SERENE GRACE|LUCKY EGG (rare)
243|RAIKOU    |ELECTRIC         | 136| 114|  35| 122|  86|  88|PRESSURE    |-------     |
244|ENTEI     |FIRE             |  38|  61|  82|  51| 160| 188|PRESSURE    |-------     |
245|SUICUNE   |WATER            | 124| 123| 120|  91| 100|  22|PRESSURE    |-------     |
246|LARVITAR  |ROCK/GROUND      |  66|  63|  34|  19|  55|  63|GUTS        |-------     |
